"","index","Timestamp","T_72","T_48","T_24","T_3","T_2","T_1","T_0","Sun","Mon","Tue","Wed","Thu","Fri","Sat","Closed","OutsideTemperature","Output","ID"
"2113",2113,2013-04-20 15:00:00,191780.249225881,198185.562661059,142718.008835168,25584.6640704568,25785.642114329,26012.0738418579,25709.5462058972,0,0,0,0,0,0,1,1,18.15,27150.3307578783,2185
"2114",2114,2013-04-20 16:00:00,188069.049120235,188104.313077801,133382.340069019,25785.642114329,26012.0738418579,25709.5462058972,27150.3307578783,0,0,0,0,0,0,1,1,20,30998.8746982547,2186
"2115",2115,2013-04-20 17:00:00,163577.302591785,153079.514081187,120514.442410435,26012.0738418579,25709.5462058972,27150.3307578783,30998.8746982547,0,0,0,0,0,0,1,1,19,34985.557900976,2187
"2116",2116,2013-04-20 18:00:00,141790.009951853,143049.171865243,77582.8277854398,25709.5462058972,27150.3307578783,30998.8746982547,34985.557900976,0,0,0,0,0,0,1,1,19.15,35849.3922900732,2188
"2117",2117,2013-04-20 19:00:00,53251.4924925344,75174.2729694302,27855.0796241215,27150.3307578783,30998.8746982547,34985.557900976,35849.3922900732,0,0,0,0,0,0,1,1,19,30710.3996168128,2189
"2118",2118,2013-04-20 20:00:00,32393.7895911462,51573.6705115009,23647.7978297093,30998.8746982547,34985.557900976,35849.3922900732,30710.3996168128,0,0,0,0,0,0,1,1,18,30284.8458431783,2190
"2119",2119,2013-04-20 21:00:00,29063.3341701977,34875.2586051305,22675.7852850714,34985.557900976,35849.3922900732,30710.3996168128,30284.8458431783,0,0,0,0,0,0,1,1,17.25,30066.1032492541,2191
"2120",2120,2013-04-20 22:00:00,29605.2855180536,30107.200342658,22710.7841000993,35849.3922900732,30710.3996168128,30284.8458431783,30066.1032492541,0,0,0,0,0,0,1,1,17,30060.004970878,2192
"2121",2121,2013-04-20 23:00:00,29062.2736000453,30604.8728866529,22221.065832247,30710.3996168128,30284.8458431783,30066.1032492541,30060.004970878,0,0,0,0,0,0,1,1,17,30202.1213712942,2193
"2122",2122,2013-04-21 00:00:00,30019.1730200121,29328.4767082877,23588.1407586391,30284.8458431783,30066.1032492541,30060.004970878,30202.1213712942,1,0,0,0,0,0,0,1,17.2,31038.6460789682,2194
"2123",2123,2013-04-21 01:00:00,33588.5218677798,29091.9695643114,27112.1502323933,30066.1032492541,30060.004970878,30202.1213712942,31038.6460789682,1,0,0,0,0,0,0,1,18,30664.2648151851,2195
"2124",2124,2013-04-21 02:00:00,32451.0603793736,29318.4012918402,27050.3720210184,30060.004970878,30202.1213712942,31038.6460789682,30664.2648151851,1,0,0,0,0,0,0,1,18,31265.6080915732,2196
"2125",2125,2013-04-21 03:00:00,32740.5960309679,28563.0102008218,27869.1321786403,30202.1213712942,31038.6460789682,30664.2648151851,31265.6080915732,1,0,0,0,0,0,0,1,17.7,30296.2469723162,2197
"2126",2126,2013-04-21 04:00:00,34479.4007957622,30177.4631152519,29481.1988102275,31038.6460789682,30664.2648151851,31265.6080915732,30296.2469723162,1,0,0,0,0,0,0,1,18,30216.4390683511,2198
"2127",2127,2013-04-21 05:00:00,37818.6059204677,35797.1592100695,28429.1132190864,30664.2648151851,31265.6080915732,30296.2469723162,30216.4390683511,1,0,0,0,0,0,0,1,18,30713.8464698079,2199
"2128",2128,2013-04-21 06:00:00,55522.4383312753,53638.8657406839,28562.2147732076,31265.6080915732,30296.2469723162,30216.4390683511,30713.8464698079,1,0,0,0,0,0,0,1,17.7,26226.3090126346,2200
"2129",2129,2013-04-21 07:00:00,163767.674934134,154063.988325116,25915.031672917,30296.2469723162,30216.4390683511,30713.8464698079,26226.3090126346,1,0,0,0,0,0,0,1,18,28268.7019835419,2201
"2130",2130,2013-04-21 08:00:00,200825.056627745,192993.54148018,25277.3638688105,30216.4390683511,30713.8464698079,26226.3090126346,28268.7019835419,1,0,0,0,0,0,0,1,19,27870.1927487926,2202
"2131",2131,2013-04-21 09:00:00,210868.921113132,202304.817132825,26646.8250780454,30713.8464698079,26226.3090126346,28268.7019835419,27870.1927487926,1,0,0,0,0,0,0,1,19.8,26709.3987170346,2203
"2132",2132,2013-04-21 10:00:00,217906.599501655,205588.60746707,25234.4107776399,26226.3090126346,28268.7019835419,27870.1927487926,26709.3987170346,1,0,0,0,0,0,0,1,20,25921.129951293,2204
"2133",2133,2013-04-21 12:00:00,219106.369486512,194528.98191826,24882.0363445183,28268.7019835419,27870.1927487926,26709.3987170346,25921.129951293,1,0,0,0,0,0,0,1,21.9,25228.3124992638,2205
"2134",2134,2013-04-21 14:00:00,216544.031998411,178996.666894409,25584.6640704568,27870.1927487926,26709.3987170346,25921.129951293,25228.3124992638,1,0,0,0,0,0,0,1,21,26233.9981462392,2206
"2135",2135,2013-04-21 15:00:00,211173.30474686,186997.608123813,25785.642114329,26709.3987170346,25921.129951293,25228.3124992638,26233.9981462392,1,0,0,0,0,0,0,1,21.2,26924.4293154256,2207
"2136",2136,2013-04-21 16:00:00,207636.038146201,175197.174323579,26012.0738418579,25921.129951293,25228.3124992638,26233.9981462392,26924.4293154256,1,0,0,0,0,0,0,1,21,29489.9485139845,2208
"2137",2137,2013-04-21 17:00:00,198185.562661059,142718.008835168,25709.5462058972,25228.3124992638,26233.9981462392,26924.4293154256,29489.9485139845,1,0,0,0,0,0,0,1,19,30424.5759607517,2209
"2138",2138,2013-04-21 18:00:00,188104.313077801,133382.340069019,27150.3307578783,26233.9981462392,26924.4293154256,29489.9485139845,30424.5759607517,1,0,0,0,0,0,0,1,19.7,30732.1413049361,2210
"2139",2139,2013-04-21 19:00:00,153079.514081187,120514.442410435,30998.8746982547,26924.4293154256,29489.9485139845,30424.5759607517,30732.1413049361,1,0,0,0,0,0,0,1,19,30188.8642443897,2211
"2140",2140,2013-04-21 20:00:00,143049.171865243,77582.8277854398,34985.557900976,29489.9485139845,30424.5759607517,30732.1413049361,30188.8642443897,1,0,0,0,0,0,0,1,18,30400.4479897856,2212
"2141",2141,2013-04-21 21:00:00,75174.2729694302,27855.0796241215,35849.3922900732,30424.5759607517,30732.1413049361,30188.8642443897,30400.4479897856,1,0,0,0,0,0,0,1,17.85,30670.6282360993,2213
"2142",2142,2013-04-21 22:00:00,51573.6705115009,23647.7978297093,30710.3996168128,30732.1413049361,30188.8642443897,30400.4479897856,30670.6282360993,1,0,0,0,0,0,0,1,17,30923.8393599752,2214
"2143",2143,2013-04-21 23:00:00,34875.2586051305,22675.7852850714,30284.8458431783,30188.8642443897,30400.4479897856,30670.6282360993,30923.8393599752,1,0,0,0,0,0,0,1,17,31234.5864146167,2215
"2144",2144,2013-04-22 00:00:00,30107.200342658,22710.7841000993,30066.1032492541,30400.4479897856,30670.6282360993,30923.8393599752,31234.5864146167,0,0,0,0,0,0,0,0,16,30310.564669373,2216
"2145",2145,2013-04-22 01:00:00,30604.8728866529,22221.065832247,30060.004970878,30670.6282360993,30923.8393599752,31234.5864146167,30310.564669373,0,0,0,0,0,0,0,0,15,31633.6259344422,2217
"2146",2146,2013-04-22 02:00:00,29328.4767082877,23588.1407586391,30202.1213712942,30923.8393599752,31234.5864146167,30310.564669373,31633.6259344422,0,0,0,0,0,0,0,0,15,33604.6955626032,2218
"2147",2147,2013-04-22 03:00:00,29091.9695643114,27112.1502323933,31038.6460789682,31234.5864146167,30310.564669373,31633.6259344422,33604.6955626032,0,0,0,0,0,0,0,0,15.2,42130.3538748873,2219
"2148",2148,2013-04-22 04:00:00,29318.4012918402,27050.3720210184,30664.2648151851,30310.564669373,31633.6259344422,33604.6955626032,42130.3538748873,0,0,0,0,0,0,0,0,16,60874.8707476982,2220
"2149",2149,2013-04-22 05:00:00,28563.0102008218,27869.1321786403,31265.6080915732,31633.6259344422,33604.6955626032,42130.3538748873,60874.8707476982,0,0,0,0,0,0,0,0,16,184227.398885849,2221
"2150",2150,2013-04-22 06:00:00,30177.4631152519,29481.1988102275,30296.2469723162,33604.6955626032,42130.3538748873,60874.8707476982,184227.398885849,0,0,0,0,0,0,0,0,16.2,233021.84531309,2222
"2151",2151,2013-04-22 07:00:00,35797.1592100695,28429.1132190864,30216.4390683511,42130.3538748873,60874.8707476982,184227.398885849,233021.84531309,0,0,0,0,0,0,0,0,17,225559.673721085,2223
"2152",2152,2013-04-22 08:00:00,53638.8657406839,28562.2147732076,30713.8464698079,60874.8707476982,184227.398885849,233021.84531309,225559.673721085,0,0,0,0,0,0,0,0,17,225818.717980799,2224
"2153",2153,2013-04-22 09:00:00,154063.988325116,25915.031672917,26226.3090126346,184227.398885849,233021.84531309,225559.673721085,225818.717980799,0,0,0,0,0,0,0,0,18.95,217206.623201098,2225
"2154",2154,2013-04-22 10:00:00,192993.54148018,25277.3638688105,28268.7019835419,233021.84531309,225559.673721085,225818.717980799,217206.623201098,0,0,0,0,0,0,0,0,21,212964.607734196,2226
"2155",2155,2013-04-22 11:00:00,202304.817132825,26646.8250780454,27870.1927487926,225559.673721085,225818.717980799,217206.623201098,212964.607734196,0,0,0,0,0,0,0,0,22,206171.390765792,2227
"2156",2156,2013-04-22 12:00:00,205588.60746707,25234.4107776399,26709.3987170346,225818.717980799,217206.623201098,212964.607734196,206171.390765792,0,0,0,0,0,0,0,0,19.45,210541.470078591,2228
"2157",2157,2013-04-22 13:00:00,194528.98191826,24882.0363445183,25921.129951293,217206.623201098,212964.607734196,206171.390765792,210541.470078591,0,0,0,0,0,0,0,0,21,204155.246906155,2229
"2158",2158,2013-04-22 14:00:00,178996.666894409,25584.6640704568,25228.3124992638,212964.607734196,206171.390765792,210541.470078591,204155.246906155,0,0,0,0,0,0,0,0,21,188029.012596983,2230
"2159",2159,2013-04-22 15:00:00,186997.608123813,25785.642114329,26233.9981462392,206171.390765792,210541.470078591,204155.246906155,188029.012596983,0,0,0,0,0,0,0,0,20.15,164516.4374617,2231
"2160",2160,2013-04-22 16:00:00,175197.174323579,26012.0738418579,26924.4293154256,210541.470078591,204155.246906155,188029.012596983,164516.4374617,0,0,0,0,0,0,0,0,20,153597.072315539,2232
"2161",2161,2013-04-22 17:00:00,142718.008835168,25709.5462058972,29489.9485139845,204155.246906155,188029.012596983,164516.4374617,153597.072315539,0,0,0,0,0,0,0,0,19,58284.958435635,2233
"2162",2162,2013-04-22 18:00:00,133382.340069019,27150.3307578783,30424.5759607517,188029.012596983,164516.4374617,153597.072315539,58284.958435635,0,0,0,0,0,0,0,0,16.7,32737.4143205108,2234
"2163",2163,2013-04-22 19:00:00,120514.442410435,30998.8746982547,30732.1413049361,164516.4374617,153597.072315539,58284.958435635,32737.4143205108,0,0,0,0,0,0,0,0,17,29110.2643994396,2235
"2164",2164,2013-04-22 20:00:00,77582.8277854398,34985.557900976,30188.8642443897,153597.072315539,58284.958435635,32737.4143205108,29110.2643994396,0,0,0,0,0,0,0,0,16,28420.0983727913,2236
"2165",2165,2013-04-22 21:00:00,27855.0796241215,35849.3922900732,30400.4479897856,58284.958435635,32737.4143205108,29110.2643994396,28420.0983727913,0,0,0,0,0,0,0,0,15.9,28782.8133648984,2237
"2166",2166,2013-04-22 22:00:00,23647.7978297093,30710.3996168128,30670.6282360993,32737.4143205108,29110.2643994396,28420.0983727913,28782.8133648984,0,0,0,0,0,0,0,0,15,29400.065193572,2238
"2167",2167,2013-04-22 23:00:00,22675.7852850714,30284.8458431783,30923.8393599752,29110.2643994396,28420.0983727913,28782.8133648984,29400.065193572,0,0,0,0,0,0,0,0,15,33805.6736064755,2239
"2168",2168,2013-04-23 00:00:00,22710.7841000993,30066.1032492541,31234.5864146167,28420.0983727913,28782.8133648984,29400.065193572,33805.6736064755,0,0,1,0,0,0,0,0,15.2,34057.2938751229,2240
"2169",2169,2013-04-23 01:00:00,22221.065832247,30060.004970878,30310.564669373,28782.8133648984,29400.065193572,33805.6736064755,34057.2938751229,0,0,1,0,0,0,0,0,14,33783.4016332759,2241
"2170",2170,2013-04-23 02:00:00,23588.1407586391,30202.1213712942,31633.6259344422,29400.065193572,33805.6736064755,34057.2938751229,33783.4016332759,0,0,1,0,0,0,0,0,13,32863.0918835655,2242
"2171",2171,2013-04-23 03:00:00,27112.1502323933,31038.6460789682,33604.6955626032,33805.6736064755,34057.2938751229,33783.4016332759,32863.0918835655,0,0,1,0,0,0,0,0,12.95,46170.8610128409,2243
"2172",2172,2013-04-23 04:00:00,27050.3720210184,30664.2648151851,42130.3538748873,34057.2938751229,33783.4016332759,32863.0918835655,46170.8610128409,0,0,1,0,0,0,0,0,12,63530.2732666696,2244
"2173",2173,2013-04-23 05:00:00,27869.1321786403,31265.6080915732,60874.8707476982,33783.4016332759,32863.0918835655,46170.8610128409,63530.2732666696,0,0,1,0,0,0,0,0,12,169629.446166227,2245
"2174",2174,2013-04-23 06:00:00,29481.1988102275,30296.2469723162,184227.398885849,32863.0918835655,46170.8610128409,63530.2732666696,169629.446166227,0,0,1,0,0,0,0,0,14.15,206547.628027341,2246
"2175",2175,2013-04-23 07:00:00,28429.1132190864,30216.4390683511,233021.84531309,46170.8610128409,63530.2732666696,169629.446166227,206547.628027341,0,0,1,0,0,0,0,0,14,213344.026706202,2247
"2176",2176,2013-04-23 08:00:00,28562.2147732076,30713.8464698079,225559.673721085,63530.2732666696,169629.446166227,206547.628027341,213344.026706202,0,0,1,0,0,0,0,0,15,219800.247508694,2248
"2177",2177,2013-04-23 09:00:00,25915.031672917,26226.3090126346,225818.717980799,169629.446166227,206547.628027341,213344.026706202,219800.247508694,0,0,1,0,0,0,0,0,16.95,214861.70259423,2249
"2178",2178,2013-04-23 10:00:00,25277.3638688105,28268.7019835419,217206.623201098,206547.628027341,213344.026706202,219800.247508694,214861.70259423,0,0,1,0,0,0,0,0,18,206074.613739389,2250
"2179",2179,2013-04-23 11:00:00,26646.8250780454,27870.1927487926,212964.607734196,213344.026706202,219800.247508694,214861.70259423,206074.613739389,0,0,1,0,0,0,0,0,19,206000.9041138,2251
"2180",2180,2013-04-23 12:00:00,25234.4107776399,26709.3987170346,206171.390765792,219800.247508694,214861.70259423,206074.613739389,206000.9041138,0,0,1,0,0,0,0,0,19.9,212027.328862047,2252
"2181",2181,2013-04-23 13:00:00,24882.0363445183,25921.129951293,210541.470078591,214861.70259423,206074.613739389,206000.9041138,212027.328862047,0,0,1,0,0,0,0,0,20,205016.69501241,2253
"2182",2182,2013-04-23 14:00:00,25584.6640704568,25228.3124992638,204155.246906155,206074.613739389,206000.9041138,212027.328862047,205016.69501241,0,0,1,0,0,0,0,0,20,195048.661292916,2254
"2183",2183,2013-04-23 15:00:00,25785.642114329,26233.9981462392,188029.012596983,206000.9041138,212027.328862047,205016.69501241,195048.661292916,0,0,1,0,0,0,0,0,20.75,167684.890791875,2255
"2184",2184,2013-04-23 16:00:00,26012.0738418579,26924.4293154256,164516.4374617,212027.328862047,205016.69501241,195048.661292916,167684.890791875,0,0,1,0,0,0,0,0,20,142399.83778946,2256
"2185",2185,2013-04-23 17:00:00,25709.5462058972,29489.9485139845,153597.072315539,205016.69501241,195048.661292916,167684.890791875,142399.83778946,0,0,1,0,0,0,0,0,19,72916.0539725176,2257
"2186",2186,2013-04-23 18:00:00,27150.3307578783,30424.5759607517,58284.958435635,195048.661292916,167684.890791875,142399.83778946,72916.0539725176,0,0,1,0,0,0,0,0,17.15,32882.7124313842,2258
"2187",2187,2013-04-23 19:00:00,30998.8746982547,30732.1413049361,32737.4143205108,167684.890791875,142399.83778946,72916.0539725176,32882.7124313842,0,0,1,0,0,0,0,0,15,27017.2292037571,2259
"2188",2188,2013-04-23 20:00:00,34985.557900976,30188.8642443897,29110.2643994396,142399.83778946,72916.0539725176,32882.7124313842,27017.2292037571,0,0,1,0,0,0,0,0,16,24908.5505983273,2260
"2189",2189,2013-04-23 21:00:00,35849.3922900732,30400.4479897856,28420.0983727913,72916.0539725176,32882.7124313842,27017.2292037571,24908.5505983273,0,0,1,0,0,0,0,0,15.75,24694.0502850125,2261
"2190",2190,2013-04-23 22:00:00,30710.3996168128,30670.6282360993,28782.8133648984,32882.7124313842,27017.2292037571,24908.5505983273,24694.0502850125,0,0,1,0,0,0,0,0,16,23610.1475893006,2262
"2191",2191,2013-04-23 23:00:00,30284.8458431783,30923.8393599752,29400.065193572,27017.2292037571,24908.5505983273,24694.0502850125,23610.1475893006,0,0,1,0,0,0,0,0,16,27083.7799808177,2263
"2192",2192,2013-04-24 00:00:00,30066.1032492541,31234.5864146167,33805.6736064755,24908.5505983273,24694.0502850125,23610.1475893006,27083.7799808177,0,0,0,1,0,0,0,0,16,27384.7167615498,2264
"2193",2193,2013-04-24 01:00:00,30060.004970878,30310.564669373,34057.2938751229,24694.0502850125,23610.1475893006,27083.7799808177,27384.7167615498,0,0,0,1,0,0,0,0,16,28138.7821398778,2265
"2194",2194,2013-04-24 02:00:00,30202.1213712942,31633.6259344422,33783.4016332759,23610.1475893006,27083.7799808177,27384.7167615498,28138.7821398778,0,0,0,1,0,0,0,0,16,28127.1158682019,2266
"2195",2195,2013-04-24 03:00:00,31038.6460789682,33604.6955626032,32863.0918835655,27083.7799808177,27384.7167615498,28138.7821398778,28127.1158682019,0,0,0,1,0,0,0,0,15.2,41129.4407935975,2267
"2196",2196,2013-04-24 04:00:00,30664.2648151851,42130.3538748873,46170.8610128409,27384.7167615498,28138.7821398778,28127.1158682019,41129.4407935975,0,0,0,1,0,0,0,0,15,62992.5641994231,2268
"2197",2197,2013-04-24 05:00:00,31265.6080915732,60874.8707476982,63530.2732666696,28138.7821398778,28127.1158682019,41129.4407935975,62992.5641994231,0,0,0,1,0,0,0,0,15,182095.652879605,2269
"2198",2198,2013-04-24 06:00:00,30296.2469723162,184227.398885849,169629.446166227,28127.1158682019,41129.4407935975,62992.5641994231,182095.652879605,0,0,0,1,0,0,0,0,15,211909.340432597,2270
"2199",2199,2013-04-24 08:00:00,30216.4390683511,233021.84531309,206547.628027341,41129.4407935975,62992.5641994231,182095.652879605,211909.340432597,0,0,0,1,0,0,0,0,16,205973.329289838,2271
"2200",2200,2013-04-24 09:00:00,30713.8464698079,225559.673721085,213344.026706202,62992.5641994231,182095.652879605,211909.340432597,205973.329289838,0,0,0,1,0,0,0,0,16.7,209485.407349379,2272
"2201",2201,2013-04-24 10:00:00,26226.3090126346,225818.717980799,219800.247508694,182095.652879605,211909.340432597,205973.329289838,209485.407349379,0,0,0,1,0,0,0,0,18,209458.362810493,2273
"2202",2202,2013-04-24 11:00:00,28268.7019835419,217206.623201098,214861.70259423,211909.340432597,205973.329289838,209485.407349379,209458.362810493,0,0,0,1,0,0,0,0,17,201052.548925426,2274
"2203",2203,2013-04-24 12:00:00,27870.1927487926,212964.607734196,206074.613739389,205973.329289838,209485.407349379,209458.362810493,201052.548925426,0,0,0,1,0,0,0,0,17.65,199061.593606908,2275
"2204",2204,2013-04-24 13:00:00,26709.3987170346,206171.390765792,206000.9041138,209485.407349379,209458.362810493,201052.548925426,199061.593606908,0,0,0,1,0,0,0,0,18,203476.482008645,2276
"2205",2205,2013-04-24 14:00:00,25921.129951293,210541.470078591,212027.328862047,209458.362810493,201052.548925426,199061.593606908,203476.482008645,0,0,0,1,0,0,0,0,18,184683.97433644,2277
"2206",2206,2013-04-24 15:00:00,25228.3124992638,204155.246906155,205016.69501241,201052.548925426,199061.593606908,203476.482008645,184683.97433644,0,0,0,1,0,0,0,0,17.1,156334.934163856,2278
"2207",2207,2013-04-24 16:00:00,26233.9981462392,188029.012596983,195048.661292916,199061.593606908,203476.482008645,184683.97433644,156334.934163856,0,0,0,1,0,0,0,0,17,142922.698874574,2279
"2208",2208,2013-04-24 17:00:00,26924.4293154256,164516.4374617,167684.890791875,203476.482008645,184683.97433644,156334.934163856,142922.698874574,0,0,0,1,0,0,0,0,17,91993.3247306315,2280
"2209",2209,2013-04-24 18:00:00,29489.9485139845,153597.072315539,142399.83778946,184683.97433644,156334.934163856,142922.698874574,91993.3247306315,0,0,0,1,0,0,0,0,16.65,28577.0627553406,2281
"2210",2210,2013-04-24 19:00:00,30424.5759607517,58284.958435635,72916.0539725176,156334.934163856,142922.698874574,91993.3247306315,28577.0627553406,0,0,0,1,0,0,0,0,16,25402.7762893271,2282
"2211",2211,2013-04-24 20:00:00,30732.1413049361,32737.4143205108,32882.7124313842,142922.698874574,91993.3247306315,28577.0627553406,25402.7762893271,0,0,0,1,0,0,0,0,16,22485.6780852608,2283
"2212",2212,2013-04-24 21:00:00,30188.8642443897,29110.2643994396,27017.2292037571,91993.3247306315,28577.0627553406,25402.7762893271,22485.6780852608,0,0,0,1,0,0,0,0,17.1,21385.6016947254,2284
"2213",2213,2013-04-24 22:00:00,30400.4479897856,28420.0983727913,24908.5505983273,28577.0627553406,25402.7762893271,22485.6780852608,21385.6016947254,0,0,0,1,0,0,0,0,17,22185.0064470668,2285
"2214",2214,2013-04-24 23:00:00,30670.6282360993,28782.8133648984,24694.0502850125,25402.7762893271,22485.6780852608,21385.6016947254,22185.0064470668,0,0,0,1,0,0,0,0,17,26653.1884989595,2286
"2215",2215,2013-04-25 00:00:00,30923.8393599752,29400.065193572,23610.1475893006,22485.6780852608,21385.6016947254,22185.0064470668,26653.1884989595,0,0,0,0,1,0,0,0,16.2,26897.6499190785,2287
"2216",2216,2013-04-25 01:00:00,31234.5864146167,33805.6736064755,27083.7799808177,21385.6016947254,22185.0064470668,26653.1884989595,26897.6499190785,0,0,0,0,1,0,0,0,16,27613.0044868453,2288
"2217",2217,2013-04-25 02:00:00,30310.564669373,34057.2938751229,27384.7167615498,22185.0064470668,26653.1884989595,26897.6499190785,27613.0044868453,0,0,0,0,1,0,0,0,16,26740.9506790673,2289
"2218",2218,2013-04-25 03:00:00,31633.6259344422,33783.4016332759,28138.7821398778,26653.1884989595,26897.6499190785,27613.0044868453,26740.9506790673,0,0,0,0,1,0,0,0,15.85,33886.2769380548,2290
"2219",2219,2013-04-25 04:00:00,33604.6955626032,32863.0918835655,28127.1158682019,26897.6499190785,27613.0044868453,26740.9506790673,33886.2769380548,0,0,0,0,1,0,0,0,16,36403.5401946813,2291
"2220",2220,2013-04-25 05:00:00,42130.3538748873,46170.8610128409,41129.4407935975,27613.0044868453,26740.9506790673,33886.2769380548,36403.5401946813,0,0,0,0,1,0,0,0,16,40108.1117368748,2292
"2221",2221,2013-04-25 06:00:00,60874.8707476982,63530.2732666696,62992.5641994231,26740.9506790673,33886.2769380548,36403.5401946813,40108.1117368748,0,0,0,0,1,0,0,0,15.8,36318.6945824925,2293
"2222",2222,2013-04-25 07:00:00,184227.398885849,169629.446166227,182095.652879605,33886.2769380548,36403.5401946813,40108.1117368748,36318.6945824925,0,0,0,0,1,0,0,0,16,36705.5375455658,2294
"2223",2223,2013-04-25 08:00:00,233021.84531309,206547.628027341,211909.340432597,36403.5401946813,40108.1117368748,36318.6945824925,36705.5375455658,0,0,0,0,1,0,0,0,17,36105.5199818682,2295
"2224",2224,2013-04-25 09:00:00,225559.673721085,213344.026706202,205973.329289838,40108.1117368748,36318.6945824925,36705.5375455658,36105.5199818682,0,0,0,0,1,0,0,0,18.9,35510.8052689323,2296
"2225",2225,2013-04-25 10:00:00,225818.717980799,219800.247508694,209485.407349379,36318.6945824925,36705.5375455658,36105.5199818682,35510.8052689323,0,0,0,0,1,0,0,0,20,32532.1939960292,2297
"2226",2226,2013-04-25 11:00:00,217206.623201098,214861.70259423,209458.362810493,36705.5375455658,36105.5199818682,35510.8052689323,32532.1939960292,0,0,0,0,1,0,0,0,21,31632.3002217517,2298
"2227",2227,2013-04-25 12:00:00,212964.607734196,206074.613739389,201052.548925426,36105.5199818682,35510.8052689323,32532.1939960292,31632.3002217517,0,0,0,0,1,0,0,0,20.95,31847.3308201427,2299
"2228",2228,2013-04-25 13:00:00,206171.390765792,206000.9041138,199061.593606908,35510.8052689323,32532.1939960292,31632.3002217517,31847.3308201427,0,0,0,0,1,0,0,0,20,30387.4560054191,2300
"2229",2229,2013-04-25 14:00:00,210541.470078591,212027.328862047,203476.482008645,32532.1939960292,31632.3002217517,31847.3308201427,30387.4560054191,0,0,0,0,1,0,0,0,21,31005.2381191688,2301
"2230",2230,2013-04-25 15:00:00,204155.246906155,205016.69501241,184683.97433644,31632.3002217517,31847.3308201427,30387.4560054191,31005.2381191688,0,0,0,0,1,0,0,0,20.8,23666.0926648375,2302
"2231",2231,2013-04-25 16:00:00,188029.012596983,195048.661292916,156334.934163856,31847.3308201427,30387.4560054191,31005.2381191688,23666.0926648375,0,0,0,0,1,0,0,0,19,22834.8708079254,2303
"2232",2232,2013-04-25 17:00:00,164516.4374617,167684.890791875,142922.698874574,30387.4560054191,31005.2381191688,23666.0926648375,22834.8708079254,0,0,0,0,1,0,0,0,19,24407.1660587991,2304
"2233",2233,2013-04-25 18:00:00,153597.072315539,142399.83778946,91993.3247306315,31005.2381191688,23666.0926648375,22834.8708079254,24407.1660587991,0,0,0,0,1,0,0,0,18.1,24467.8837000217,2305
"2234",2234,2013-04-25 19:00:00,58284.958435635,72916.0539725176,28577.0627553406,23666.0926648375,22834.8708079254,24407.1660587991,24467.8837000217,0,0,0,0,1,0,0,0,18,21061.3323706414,2306
"2235",2235,2013-04-25 20:00:00,32737.4143205108,32882.7124313842,25402.7762893271,22834.8708079254,24407.1660587991,24467.8837000217,21061.3323706414,0,0,0,0,1,0,0,0,18,21028.7198384563,2307
"2236",2236,2013-04-25 21:00:00,29110.2643994396,27017.2292037571,22485.6780852608,24407.1660587991,24467.8837000217,21061.3323706414,21028.7198384563,0,0,0,0,1,0,0,0,17.8,23442.3123626896,2308
"2237",2237,2013-04-25 22:00:00,28420.0983727913,24908.5505983273,21385.6016947254,24467.8837000217,21061.3323706414,21028.7198384563,23442.3123626896,0,0,0,0,1,0,0,0,17,22700.9738261899,2309
"2238",2238,2013-04-25 23:00:00,28782.8133648984,24694.0502850125,22185.0064470668,21061.3323706414,21028.7198384563,23442.3123626896,22700.9738261899,0,0,0,0,1,0,0,0,18,26519.5566597622,2310
"2239",2239,2013-04-26 00:00:00,29400.065193572,23610.1475893006,26653.1884989595,21028.7198384563,23442.3123626896,22700.9738261899,26519.5566597622,0,0,0,0,0,1,0,0,17,27181.3524348348,2311
"2240",2240,2013-04-26 01:00:00,33805.6736064755,27083.7799808177,26897.6499190785,23442.3123626896,22700.9738261899,26519.5566597622,27181.3524348348,0,0,0,0,0,1,0,0,17,27182.1478624491,2312
"2241",2241,2013-04-26 02:00:00,34057.2938751229,27384.7167615498,27613.0044868453,22700.9738261899,26519.5566597622,27181.3524348348,27182.1478624491,0,0,0,0,0,1,0,0,17,26879.3550839503,2313
"2242",2242,2013-04-26 03:00:00,33783.4016332759,28138.7821398778,26740.9506790673,26519.5566597622,27181.3524348348,27182.1478624491,26879.3550839503,0,0,0,0,0,1,0,0,16.7,34596.858940136,2314
"2243",2243,2013-04-26 04:00:00,32863.0918835655,28127.1158682019,33886.2769380548,27181.3524348348,27182.1478624491,26879.3550839503,34596.858940136,0,0,0,0,0,1,0,0,17,53212.5165394352,2315
"2244",2244,2013-04-26 05:00:00,46170.8610128409,41129.4407935975,36403.5401946813,27182.1478624491,26879.3550839503,34596.858940136,53212.5165394352,0,0,0,0,0,1,0,0,17,164642.115024754,2316
"2245",2245,2013-04-26 06:00:00,63530.2732666696,62992.5641994231,40108.1117368748,26879.3550839503,34596.858940136,53212.5165394352,164642.115024754,0,0,0,0,0,1,0,0,16.1,201795.213174616,2317
"2246",2246,2013-04-26 07:00:00,169629.446166227,182095.652879605,36318.6945824925,34596.858940136,53212.5165394352,164642.115024754,201795.213174616,0,0,0,0,0,1,0,0,16,191812.596615528,2318
"2247",2247,2013-04-26 08:00:00,206547.628027341,211909.340432597,36705.5375455658,53212.5165394352,164642.115024754,201795.213174616,191812.596615528,0,0,0,0,0,1,0,0,17,185874.464332464,2319
