Timestamp,Value,sin_1,sin_2,sin_3,sin_4,sin_5,cos_1,cos_2,cos_3,cos_4,cos_5
0,29091.96956,0,0,0,0,0,1,1,1,1,1
1,29318.40129,0.258819045,0.5,0.707106781,0.866025404,0.965925826,0.965925826,0.866025404,0.707106781,0.5,0.258819045
2,28563.0102,0.5,0.866025404,1,0.866025404,0.5,0.866025404,0.5,6.12E-17,-0.5,-0.866025404
3,30177.46312,0.707106781,1,0.707106781,1.22E-16,-0.707106781,0.707106781,6.12E-17,-0.707106781,-1,-0.707106781
4,35797.15921,0.866025404,0.866025404,1.22E-16,-0.866025404,-0.866025404,0.5,-0.5,-1,-0.5,0.5
5,53638.86574,0.965925826,0.5,-0.707106781,-0.866025404,0.258819045,0.258819045,-0.866025404,-0.707106781,0.5,0.965925826
6,154063.9883,1,1.22E-16,-1,-2.45E-16,1,6.12E-17,-1,-1.84E-16,1,1.19E-15
7,192993.5415,0.965925826,-0.5,-0.707106781,0.866025404,0.258819045,-0.258819045,-0.866025404,0.707106781,0.5,-0.965925826
8,202304.8171,0.866025404,-0.866025404,-2.45E-16,0.866025404,-0.866025404,-0.5,-0.5,1,-0.5,-0.5
9,205588.6075,0.707106781,-1,0.707106781,3.67E-16,-0.707106781,-0.707106781,-1.84E-16,0.707106781,-1,0.707106781
10,194528.9819,0.5,-0.866025404,1,-0.866025404,0.5,-0.866025404,0.5,1.19E-15,-0.5,0.866025404
11,178996.6669,0.258819045,-0.5,0.707106781,-0.866025404,0.965925826,-0.965925826,0.866025404,-0.707106781,0.5,-0.258819045
12,186997.6081,1.22E-16,-2.45E-16,3.67E-16,-4.90E-16,2.39E-15,-1,1,-1,1,-1
13,175197.1743,-0.258819045,0.5,-0.707106781,0.866025404,-0.965925826,-0.965925826,0.866025404,-0.707106781,0.5,-0.258819045
14,142718.0088,-0.5,0.866025404,-1,0.866025404,-0.5,-0.866025404,0.5,-4.29E-16,-0.5,0.866025404
15,133382.3401,-0.707106781,1,-0.707106781,2.39E-15,0.707106781,-0.707106781,1.19E-15,0.707106781,-1,0.707106781
16,120514.4424,-0.866025404,0.866025404,-4.90E-16,-0.866025404,0.866025404,-0.5,-0.5,1,-0.5,-0.5
17,77582.82779,-0.965925826,0.5,0.707106781,-0.866025404,-0.258819045,-0.258819045,-0.866025404,0.707106781,0.5,-0.965925826
18,27855.07962,-1,3.67E-16,1,-7.35E-16,-1,-1.84E-16,-1,5.51E-16,1,8.58E-16
19,23647.79783,-0.965925826,-0.5,0.707106781,0.866025404,-0.258819045,0.258819045,-0.866025404,-0.707106781,0.5,0.965925826
20,22675.78529,-0.866025404,-0.866025404,2.39E-15,0.866025404,0.866025404,0.5,-0.5,-1,-0.5,0.5
21,22710.7841,-0.707106781,-1,-0.707106781,8.57E-16,0.707106781,0.707106781,-4.29E-16,-0.707106781,-1,-0.707106781
22,22221.06583,-0.5,-0.866025404,-1,-0.866025404,-0.5,0.866025404,0.5,1.10E-15,-0.5,-0.866025404
23,23588.14076,-0.258819045,-0.5,-0.707106781,-0.866025404,-0.965925826,0.965925826,0.866025404,0.707106781,0.5,0.258819045
0,27112.15023,0,0,0,0,0,1,1,1,1,1
1,28485.85372,0.258819045,0.5,0.707106781,0.866025404,0.965925826,0.965925826,0.866025404,0.707106781,0.5,0.258819045
2,27050.37202,0.5,0.866025404,1,0.866025404,0.5,0.866025404,0.5,6.12E-17,-0.5,-0.866025404
3,27869.13218,0.707106781,1,0.707106781,1.22E-16,-0.707106781,0.707106781,6.12E-17,-0.707106781,-1,-0.707106781
4,29481.19881,0.866025404,0.866025404,1.22E-16,-0.866025404,-0.866025404,0.5,-0.5,-1,-0.5,0.5
5,28429.11322,0.965925826,0.5,-0.707106781,-0.866025404,0.258819045,0.258819045,-0.866025404,-0.707106781,0.5,0.965925826
6,28562.21477,1,1.22E-16,-1,-2.45E-16,1,6.12E-17,-1,-1.84E-16,1,1.19E-15
7,25915.03167,0.965925826,-0.5,-0.707106781,0.866025404,0.258819045,-0.258819045,-0.866025404,0.707106781,0.5,-0.965925826
8,25277.36387,0.866025404,-0.866025404,-2.45E-16,0.866025404,-0.866025404,-0.5,-0.5,1,-0.5,-0.5
9,26646.82508,0.707106781,-1,0.707106781,3.67E-16,-0.707106781,-0.707106781,-1.84E-16,0.707106781,-1,0.707106781
10,25234.41078,0.5,-0.866025404,1,-0.866025404,0.5,-0.866025404,0.5,1.19E-15,-0.5,0.866025404
11,24882.03634,0.258819045,-0.5,0.707106781,-0.866025404,0.965925826,-0.965925826,0.866025404,-0.707106781,0.5,-0.258819045
12,25584.66407,1.22E-16,-2.45E-16,3.67E-16,-4.90E-16,2.39E-15,-1,1,-1,1,-1
13,25785.64211,-0.258819045,0.5,-0.707106781,0.866025404,-0.965925826,-0.965925826,0.866025404,-0.707106781,0.5,-0.258819045
14,26012.07384,-0.5,0.866025404,-1,0.866025404,-0.5,-0.866025404,0.5,-4.29E-16,-0.5,0.866025404
15,25709.54621,-0.707106781,1,-0.707106781,2.39E-15,0.707106781,-0.707106781,1.19E-15,0.707106781,-1,0.707106781
16,27150.33076,-0.866025404,0.866025404,-4.90E-16,-0.866025404,0.866025404,-0.5,-0.5,1,-0.5,-0.5
17,30998.8747,-0.965925826,0.5,0.707106781,-0.866025404,-0.258819045,-0.258819045,-0.866025404,0.707106781,0.5,-0.965925826
18,34985.5579,-1,3.67E-16,1,-7.35E-16,-1,-1.84E-16,-1,5.51E-16,1,8.58E-16
19,35849.39229,-0.965925826,-0.5,0.707106781,0.866025404,-0.258819045,0.258819045,-0.866025404,-0.707106781,0.5,0.965925826
20,30710.39962,-0.866025404,-0.866025404,2.39E-15,0.866025404,0.866025404,0.5,-0.5,-1,-0.5,0.5
21,30284.84584,-0.707106781,-1,-0.707106781,8.57E-16,0.707106781,0.707106781,-4.29E-16,-0.707106781,-1,-0.707106781
22,30066.10325,-0.5,-0.866025404,-1,-0.866025404,-0.5,0.866025404,0.5,1.10E-15,-0.5,-0.866025404
23,30060.00497,-0.258819045,-0.5,-0.707106781,-0.866025404,-0.965925826,0.965925826,0.866025404,0.707106781,0.5,0.258819045
0,30202.12137,0,0,0,0,0,1,1,1,1,1
1,31038.64608,0.258819045,0.5,0.707106781,0.866025404,0.965925826,0.965925826,0.866025404,0.707106781,0.5,0.258819045
2,30664.26482,0.5,0.866025404,1,0.866025404,0.5,0.866025404,0.5,6.12E-17,-0.5,-0.866025404
3,31265.60809,0.707106781,1,0.707106781,1.22E-16,-0.707106781,0.707106781,6.12E-17,-0.707106781,-1,-0.707106781
4,30296.24697,0.866025404,0.866025404,1.22E-16,-0.866025404,-0.866025404,0.5,-0.5,-1,-0.5,0.5
5,30216.43907,0.965925826,0.5,-0.707106781,-0.866025404,0.258819045,0.258819045,-0.866025404,-0.707106781,0.5,0.965925826
6,30713.84647,1,1.22E-16,-1,-2.45E-16,1,6.12E-17,-1,-1.84E-16,1,1.19E-15
7,26226.30901,0.965925826,-0.5,-0.707106781,0.866025404,0.258819045,-0.258819045,-0.866025404,0.707106781,0.5,-0.965925826
8,28268.70198,0.866025404,-0.866025404,-2.45E-16,0.866025404,-0.866025404,-0.5,-0.5,1,-0.5,-0.5
9,27870.19275,0.707106781,-1,0.707106781,3.67E-16,-0.707106781,-0.707106781,-1.84E-16,0.707106781,-1,0.707106781
10,26709.39872,0.5,-0.866025404,1,-0.866025404,0.5,-0.866025404,0.5,1.19E-15,-0.5,0.866025404
11,25385.27688,0.258819045,-0.5,0.707106781,-0.866025404,0.965925826,-0.965925826,0.866025404,-0.707106781,0.5,-0.258819045
12,25921.12995,1.22E-16,-2.45E-16,3.67E-16,-4.90E-16,2.39E-15,-1,1,-1,1,-1
13,27639.2536,-0.258819045,0.5,-0.707106781,0.866025404,-0.965925826,-0.965925826,0.866025404,-0.707106781,0.5,-0.258819045
14,25228.3125,-0.5,0.866025404,-1,0.866025404,-0.5,-0.866025404,0.5,-4.29E-16,-0.5,0.866025404
15,26233.99815,-0.707106781,1,-0.707106781,2.39E-15,0.707106781,-0.707106781,1.19E-15,0.707106781,-1,0.707106781
16,26924.42932,-0.866025404,0.866025404,-4.90E-16,-0.866025404,0.866025404,-0.5,-0.5,1,-0.5,-0.5
17,29489.94851,-0.965925826,0.5,0.707106781,-0.866025404,-0.258819045,-0.258819045,-0.866025404,0.707106781,0.5,-0.965925826
18,30424.57596,-1,3.67E-16,1,-7.35E-16,-1,-1.84E-16,-1,5.51E-16,1,8.58E-16
19,30732.1413,-0.965925826,-0.5,0.707106781,0.866025404,-0.258819045,0.258819045,-0.866025404,-0.707106781,0.5,0.965925826
20,30188.86424,-0.866025404,-0.866025404,2.39E-15,0.866025404,0.866025404,0.5,-0.5,-1,-0.5,0.5
21,30400.44799,-0.707106781,-1,-0.707106781,8.57E-16,0.707106781,0.707106781,-4.29E-16,-0.707106781,-1,-0.707106781
22,30670.62824,-0.5,-0.866025404,-1,-0.866025404,-0.5,0.866025404,0.5,1.10E-15,-0.5,-0.866025404
23,30923.83936,-0.258819045,-0.5,-0.707106781,-0.866025404,-0.965925826,0.965925826,0.866025404,0.707106781,0.5,0.258819045
0,31234.58641,0,0,0,0,0,1,1,1,1,1
1,30310.56467,0.258819045,0.5,0.707106781,0.866025404,0.965925826,0.965925826,0.866025404,0.707106781,0.5,0.258819045
2,31633.62593,0.5,0.866025404,1,0.866025404,0.5,0.866025404,0.5,6.12E-17,-0.5,-0.866025404
3,33604.69556,0.707106781,1,0.707106781,1.22E-16,-0.707106781,0.707106781,6.12E-17,-0.707106781,-1,-0.707106781
4,42130.35387,0.866025404,0.866025404,1.22E-16,-0.866025404,-0.866025404,0.5,-0.5,-1,-0.5,0.5
5,60874.87075,0.965925826,0.5,-0.707106781,-0.866025404,0.258819045,0.258819045,-0.866025404,-0.707106781,0.5,0.965925826
6,184227.3989,1,1.22E-16,-1,-2.45E-16,1,6.12E-17,-1,-1.84E-16,1,1.19E-15
7,233021.8453,0.965925826,-0.5,-0.707106781,0.866025404,0.258819045,-0.258819045,-0.866025404,0.707106781,0.5,-0.965925826
8,225559.6737,0.866025404,-0.866025404,-2.45E-16,0.866025404,-0.866025404,-0.5,-0.5,1,-0.5,-0.5
9,225818.718,0.707106781,-1,0.707106781,3.67E-16,-0.707106781,-0.707106781,-1.84E-16,0.707106781,-1,0.707106781
10,217206.6232,0.5,-0.866025404,1,-0.866025404,0.5,-0.866025404,0.5,1.19E-15,-0.5,0.866025404
11,212964.6077,0.258819045,-0.5,0.707106781,-0.866025404,0.965925826,-0.965925826,0.866025404,-0.707106781,0.5,-0.258819045
12,206171.3908,1.22E-16,-2.45E-16,3.67E-16,-4.90E-16,2.39E-15,-1,1,-1,1,-1
13,210541.4701,-0.258819045,0.5,-0.707106781,0.866025404,-0.965925826,-0.965925826,0.866025404,-0.707106781,0.5,-0.258819045
14,204155.2469,-0.5,0.866025404,-1,0.866025404,-0.5,-0.866025404,0.5,-4.29E-16,-0.5,0.866025404
15,188029.0126,-0.707106781,1,-0.707106781,2.39E-15,0.707106781,-0.707106781,1.19E-15,0.707106781,-1,0.707106781
16,164516.4375,-0.866025404,0.866025404,-4.90E-16,-0.866025404,0.866025404,-0.5,-0.5,1,-0.5,-0.5
17,153597.0723,-0.965925826,0.5,0.707106781,-0.866025404,-0.258819045,-0.258819045,-0.866025404,0.707106781,0.5,-0.965925826
18,58284.95844,-1,3.67E-16,1,-7.35E-16,-1,-1.84E-16,-1,5.51E-16,1,8.58E-16
19,32737.41432,-0.965925826,-0.5,0.707106781,0.866025404,-0.258819045,0.258819045,-0.866025404,-0.707106781,0.5,0.965925826
20,29110.2644,-0.866025404,-0.866025404,2.39E-15,0.866025404,0.866025404,0.5,-0.5,-1,-0.5,0.5
21,28420.09837,-0.707106781,-1,-0.707106781,8.57E-16,0.707106781,0.707106781,-4.29E-16,-0.707106781,-1,-0.707106781
22,28782.81336,-0.5,-0.866025404,-1,-0.866025404,-0.5,0.866025404,0.5,1.10E-15,-0.5,-0.866025404
23,29400.06519,-0.258819045,-0.5,-0.707106781,-0.866025404,-0.965925826,0.965925826,0.866025404,0.707106781,0.5,0.258819045
0,33805.67361,0,0,0,0,0,1,1,1,1,1
1,34057.29388,0.258819045,0.5,0.707106781,0.866025404,0.965925826,0.965925826,0.866025404,0.707106781,0.5,0.258819045
2,33783.40163,0.5,0.866025404,1,0.866025404,0.5,0.866025404,0.5,6.12E-17,-0.5,-0.866025404
3,32863.09188,0.707106781,1,0.707106781,1.22E-16,-0.707106781,0.707106781,6.12E-17,-0.707106781,-1,-0.707106781
4,46170.86101,0.866025404,0.866025404,1.22E-16,-0.866025404,-0.866025404,0.5,-0.5,-1,-0.5,0.5
5,63530.27327,0.965925826,0.5,-0.707106781,-0.866025404,0.258819045,0.258819045,-0.866025404,-0.707106781,0.5,0.965925826
6,169629.4462,1,1.22E-16,-1,-2.45E-16,1,6.12E-17,-1,-1.84E-16,1,1.19E-15
7,206547.628,0.965925826,-0.5,-0.707106781,0.866025404,0.258819045,-0.258819045,-0.866025404,0.707106781,0.5,-0.965925826
8,213344.0267,0.866025404,-0.866025404,-2.45E-16,0.866025404,-0.866025404,-0.5,-0.5,1,-0.5,-0.5
9,219800.2475,0.707106781,-1,0.707106781,3.67E-16,-0.707106781,-0.707106781,-1.84E-16,0.707106781,-1,0.707106781
10,214861.7026,0.5,-0.866025404,1,-0.866025404,0.5,-0.866025404,0.5,1.19E-15,-0.5,0.866025404
11,206074.6137,0.258819045,-0.5,0.707106781,-0.866025404,0.965925826,-0.965925826,0.866025404,-0.707106781,0.5,-0.258819045
12,206000.9041,1.22E-16,-2.45E-16,3.67E-16,-4.90E-16,2.39E-15,-1,1,-1,1,-1
13,212027.3289,-0.258819045,0.5,-0.707106781,0.866025404,-0.965925826,-0.965925826,0.866025404,-0.707106781,0.5,-0.258819045
14,205016.695,-0.5,0.866025404,-1,0.866025404,-0.5,-0.866025404,0.5,-4.29E-16,-0.5,0.866025404
15,195048.6613,-0.707106781,1,-0.707106781,2.39E-15,0.707106781,-0.707106781,1.19E-15,0.707106781,-1,0.707106781
16,167684.8908,-0.866025404,0.866025404,-4.90E-16,-0.866025404,0.866025404,-0.5,-0.5,1,-0.5,-0.5
17,142399.8378,-0.965925826,0.5,0.707106781,-0.866025404,-0.258819045,-0.258819045,-0.866025404,0.707106781,0.5,-0.965925826
18,72916.05397,-1,3.67E-16,1,-7.35E-16,-1,-1.84E-16,-1,5.51E-16,1,8.58E-16
19,32882.71243,-0.965925826,-0.5,0.707106781,0.866025404,-0.258819045,0.258819045,-0.866025404,-0.707106781,0.5,0.965925826
20,27017.2292,-0.866025404,-0.866025404,2.39E-15,0.866025404,0.866025404,0.5,-0.5,-1,-0.5,0.5
21,24908.5506,-0.707106781,-1,-0.707106781,8.57E-16,0.707106781,0.707106781,-4.29E-16,-0.707106781,-1,-0.707106781
22,24694.05029,-0.5,-0.866025404,-1,-0.866025404,-0.5,0.866025404,0.5,1.10E-15,-0.5,-0.866025404
23,23610.14759,-0.258819045,-0.5,-0.707106781,-0.866025404,-0.965925826,0.965925826,0.866025404,0.707106781,0.5,0.258819045
0,27083.77998,0,0,0,0,0,1,1,1,1,1
1,27384.71676,0.258819045,0.5,0.707106781,0.866025404,0.965925826,0.965925826,0.866025404,0.707106781,0.5,0.258819045
2,28138.78214,0.5,0.866025404,1,0.866025404,0.5,0.866025404,0.5,6.12E-17,-0.5,-0.866025404
3,28127.11587,0.707106781,1,0.707106781,1.22E-16,-0.707106781,0.707106781,6.12E-17,-0.707106781,-1,-0.707106781
4,41129.44079,0.866025404,0.866025404,1.22E-16,-0.866025404,-0.866025404,0.5,-0.5,-1,-0.5,0.5
5,62992.5642,0.965925826,0.5,-0.707106781,-0.866025404,0.258819045,0.258819045,-0.866025404,-0.707106781,0.5,0.965925826
6,182095.6529,1,1.22E-16,-1,-2.45E-16,1,6.12E-17,-1,-1.84E-16,1,1.19E-15
7,220682.3767,0.965925826,-0.5,-0.707106781,0.866025404,0.258819045,-0.258819045,-0.866025404,0.707106781,0.5,-0.965925826
8,211909.3404,0.866025404,-0.866025404,-2.45E-16,0.866025404,-0.866025404,-0.5,-0.5,1,-0.5,-0.5
9,205973.3293,0.707106781,-1,0.707106781,3.67E-16,-0.707106781,-0.707106781,-1.84E-16,0.707106781,-1,0.707106781
10,209485.4073,0.5,-0.866025404,1,-0.866025404,0.5,-0.866025404,0.5,1.19E-15,-0.5,0.866025404
11,209458.3628,0.258819045,-0.5,0.707106781,-0.866025404,0.965925826,-0.965925826,0.866025404,-0.707106781,0.5,-0.258819045
12,201052.5489,1.22E-16,-2.45E-16,3.67E-16,-4.90E-16,2.39E-15,-1,1,-1,1,-1
13,199061.5936,-0.258819045,0.5,-0.707106781,0.866025404,-0.965925826,-0.965925826,0.866025404,-0.707106781,0.5,-0.258819045
14,203476.482,-0.5,0.866025404,-1,0.866025404,-0.5,-0.866025404,0.5,-4.29E-16,-0.5,0.866025404
15,184683.9743,-0.707106781,1,-0.707106781,2.39E-15,0.707106781,-0.707106781,1.19E-15,0.707106781,-1,0.707106781
16,156334.9342,-0.866025404,0.866025404,-4.90E-16,-0.866025404,0.866025404,-0.5,-0.5,1,-0.5,-0.5
17,142922.6989,-0.965925826,0.5,0.707106781,-0.866025404,-0.258819045,-0.258819045,-0.866025404,0.707106781,0.5,-0.965925826
18,91993.32473,-1,3.67E-16,1,-7.35E-16,-1,-1.84E-16,-1,5.51E-16,1,8.58E-16
19,28577.06276,-0.965925826,-0.5,0.707106781,0.866025404,-0.258819045,0.258819045,-0.866025404,-0.707106781,0.5,0.965925826
20,25402.77629,-0.866025404,-0.866025404,2.39E-15,0.866025404,0.866025404,0.5,-0.5,-1,-0.5,0.5
21,22485.67809,-0.707106781,-1,-0.707106781,8.57E-16,0.707106781,0.707106781,-4.29E-16,-0.707106781,-1,-0.707106781
22,21385.60169,-0.5,-0.866025404,-1,-0.866025404,-0.5,0.866025404,0.5,1.10E-15,-0.5,-0.866025404
23,22185.00645,-0.258819045,-0.5,-0.707106781,-0.866025404,-0.965925826,0.965925826,0.866025404,0.707106781,0.5,0.258819045
0,26653.1885,0,0,0,0,0,1,1,1,1,1
1,26897.64992,0.258819045,0.5,0.707106781,0.866025404,0.965925826,0.965925826,0.866025404,0.707106781,0.5,0.258819045
2,27613.00449,0.5,0.866025404,1,0.866025404,0.5,0.866025404,0.5,6.12E-17,-0.5,-0.866025404
3,26740.95068,0.707106781,1,0.707106781,1.22E-16,-0.707106781,0.707106781,6.12E-17,-0.707106781,-1,-0.707106781
4,33886.27694,0.866025404,0.866025404,1.22E-16,-0.866025404,-0.866025404,0.5,-0.5,-1,-0.5,0.5
5,36403.54019,0.965925826,0.5,-0.707106781,-0.866025404,0.258819045,0.258819045,-0.866025404,-0.707106781,0.5,0.965925826
6,40108.11174,1,1.22E-16,-1,-2.45E-16,1,6.12E-17,-1,-1.84E-16,1,1.19E-15
7,36318.69458,0.965925826,-0.5,-0.707106781,0.866025404,0.258819045,-0.258819045,-0.866025404,0.707106781,0.5,-0.965925826
8,36705.53755,0.866025404,-0.866025404,-2.45E-16,0.866025404,-0.866025404,-0.5,-0.5,1,-0.5,-0.5
9,36105.51998,0.707106781,-1,0.707106781,3.67E-16,-0.707106781,-0.707106781,-1.84E-16,0.707106781,-1,0.707106781
10,35510.80527,0.5,-0.866025404,1,-0.866025404,0.5,-0.866025404,0.5,1.19E-15,-0.5,0.866025404
11,32532.194,0.258819045,-0.5,0.707106781,-0.866025404,0.965925826,-0.965925826,0.866025404,-0.707106781,0.5,-0.258819045
12,31632.30022,1.22E-16,-2.45E-16,3.67E-16,-4.90E-16,2.39E-15,-1,1,-1,1,-1
13,31847.33082,-0.258819045,0.5,-0.707106781,0.866025404,-0.965925826,-0.965925826,0.866025404,-0.707106781,0.5,-0.258819045
14,30387.45601,-0.5,0.866025404,-1,0.866025404,-0.5,-0.866025404,0.5,-4.29E-16,-0.5,0.866025404
15,31005.23812,-0.707106781,1,-0.707106781,2.39E-15,0.707106781,-0.707106781,1.19E-15,0.707106781,-1,0.707106781
16,23666.09266,-0.866025404,0.866025404,-4.90E-16,-0.866025404,0.866025404,-0.5,-0.5,1,-0.5,-0.5
17,22834.87081,-0.965925826,0.5,0.707106781,-0.866025404,-0.258819045,-0.258819045,-0.866025404,0.707106781,0.5,-0.965925826
18,24407.16606,-1,3.67E-16,1,-7.35E-16,-1,-1.84E-16,-1,5.51E-16,1,8.58E-16
19,24467.8837,-0.965925826,-0.5,0.707106781,0.866025404,-0.258819045,0.258819045,-0.866025404,-0.707106781,0.5,0.965925826
20,21061.33237,-0.866025404,-0.866025404,2.39E-15,0.866025404,0.866025404,0.5,-0.5,-1,-0.5,0.5
21,21028.71984,-0.707106781,-1,-0.707106781,8.57E-16,0.707106781,0.707106781,-4.29E-16,-0.707106781,-1,-0.707106781
22,23442.31236,-0.5,-0.866025404,-1,-0.866025404,-0.5,0.866025404,0.5,1.10E-15,-0.5,-0.866025404
23,22700.97383,-0.258819045,-0.5,-0.707106781,-0.866025404,-0.965925826,0.965925826,0.866025404,0.707106781,0.5,0.258819045
0,26519.55666,0,0,0,0,0,1,1,1,1,1
1,27181.35243,0.258819045,0.5,0.707106781,0.866025404,0.965925826,0.965925826,0.866025404,0.707106781,0.5,0.258819045
2,27182.14786,0.5,0.866025404,1,0.866025404,0.5,0.866025404,0.5,6.12E-17,-0.5,-0.866025404
3,26879.35508,0.707106781,1,0.707106781,1.22E-16,-0.707106781,0.707106781,6.12E-17,-0.707106781,-1,-0.707106781
4,34596.85894,0.866025404,0.866025404,1.22E-16,-0.866025404,-0.866025404,0.5,-0.5,-1,-0.5,0.5
5,53212.51654,0.965925826,0.5,-0.707106781,-0.866025404,0.258819045,0.258819045,-0.866025404,-0.707106781,0.5,0.965925826
6,164642.115,1,1.22E-16,-1,-2.45E-16,1,6.12E-17,-1,-1.84E-16,1,1.19E-15
7,201795.2132,0.965925826,-0.5,-0.707106781,0.866025404,0.258819045,-0.258819045,-0.866025404,0.707106781,0.5,-0.965925826
8,191812.5966,0.866025404,-0.866025404,-2.45E-16,0.866025404,-0.866025404,-0.5,-0.5,1,-0.5,-0.5
9,185874.4643,0.707106781,-1,0.707106781,3.67E-16,-0.707106781,-0.707106781,-1.84E-16,0.707106781,-1,0.707106781
10,180422.0732,0.5,-0.866025404,1,-0.866025404,0.5,-0.866025404,0.5,1.19E-15,-0.5,0.866025404
11,169290.594,0.258819045,-0.5,0.707106781,-0.866025404,0.965925826,-0.965925826,0.866025404,-0.707106781,0.5,-0.258819045
12,161410.0275,1.22E-16,-2.45E-16,3.67E-16,-4.90E-16,2.39E-15,-1,1,-1,1,-1
13,157903.2523,-0.258819045,0.5,-0.707106781,0.866025404,-0.965925826,-0.965925826,0.866025404,-0.707106781,0.5,-0.258819045
14,138759.1656,-0.5,0.866025404,-1,0.866025404,-0.5,-0.866025404,0.5,-4.29E-16,-0.5,0.866025404
15,131019.6549,-0.707106781,1,-0.707106781,2.39E-15,0.707106781,-0.707106781,1.19E-15,0.707106781,-1,0.707106781
16,118990.4031,-0.866025404,0.866025404,-4.90E-16,-0.866025404,0.866025404,-0.5,-0.5,1,-0.5,-0.5
17,106729.6819,-0.965925826,0.5,0.707106781,-0.866025404,-0.258819045,-0.258819045,-0.866025404,0.707106781,0.5,-0.965925826
18,99915.25348,-1,3.67E-16,1,-7.35E-16,-1,-1.84E-16,-1,5.51E-16,1,8.58E-16
19,96271.66473,-0.965925826,-0.5,0.707106781,0.866025404,-0.258819045,0.258819045,-0.866025404,-0.707106781,0.5,0.965925826
20,94336.91962,-0.866025404,-0.866025404,2.39E-15,0.866025404,0.866025404,0.5,-0.5,-1,-0.5,0.5
21,93189.38272,-0.707106781,-1,-0.707106781,8.57E-16,0.707106781,0.707106781,-4.29E-16,-0.707106781,-1,-0.707106781
22,93706.94095,-0.5,-0.866025404,-1,-0.866025404,-0.5,0.866025404,0.5,1.10E-15,-0.5,-0.866025404
23,94871.44698,-0.258819045,-0.5,-0.707106781,-0.866025404,-0.965925826,0.965925826,0.866025404,0.707106781,0.5,0.258819045
0,96915.69595,0,0,0,0,0,1,1,1,1,1
1,97393.74795,0.258819045,0.5,0.707106781,0.866025404,0.965925826,0.965925826,0.866025404,0.707106781,0.5,0.258819045
2,98716.80921,0.5,0.866025404,1,0.866025404,0.5,0.866025404,0.5,6.12E-17,-0.5,-0.866025404
3,97875.51194,0.707106781,1,0.707106781,1.22E-16,-0.707106781,0.707106781,6.12E-17,-0.707106781,-1,-0.707106781
4,97712.18413,0.866025404,0.866025404,1.22E-16,-0.866025404,-0.866025404,0.5,-0.5,-1,-0.5,0.5
5,98416.66786,0.965925826,0.5,-0.707106781,-0.866025404,0.258819045,0.258819045,-0.866025404,-0.707106781,0.5,0.965925826
6,95822.77841,1,1.22E-16,-1,-2.45E-16,1,6.12E-17,-1,-1.84E-16,1,1.19E-15
7,95064.20561,0.965925826,-0.5,-0.707106781,0.866025404,0.258819045,-0.258819045,-0.866025404,0.707106781,0.5,-0.965925826
8,95037.42621,0.866025404,-0.866025404,-2.45E-16,0.866025404,-0.866025404,-0.5,-0.5,1,-0.5,-0.5
9,93417.67045,0.707106781,-1,0.707106781,3.67E-16,-0.707106781,-0.707106781,-1.84E-16,0.707106781,-1,0.707106781
10,92991.32124,0.5,-0.866025404,1,-0.866025404,0.5,-0.866025404,0.5,1.19E-15,-0.5,0.866025404
11,92836.74314,0.258819045,-0.5,0.707106781,-0.866025404,0.965925826,-0.965925826,0.866025404,-0.707106781,0.5,-0.258819045
12,94109.42733,1.22E-16,-2.45E-16,3.67E-16,-4.90E-16,2.39E-15,-1,1,-1,1,-1
13,94123.74502,-0.258819045,0.5,-0.707106781,0.866025404,-0.965925826,-0.965925826,0.866025404,-0.707106781,0.5,-0.258819045
14,94305.10252,-0.5,0.866025404,-1,0.866025404,-0.5,-0.866025404,0.5,-4.29E-16,-0.5,0.866025404
15,93277.67519,-0.707106781,1,-0.707106781,2.39E-15,0.707106781,-0.707106781,1.19E-15,0.707106781,-1,0.707106781
16,93442.06356,-0.866025404,0.866025404,-4.90E-16,-0.866025404,0.866025404,-0.5,-0.5,1,-0.5,-0.5
17,95682.78315,-0.965925826,0.5,0.707106781,-0.866025404,-0.258819045,-0.258819045,-0.866025404,0.707106781,0.5,-0.965925826
18,106000.0096,-1,3.67E-16,1,-7.35E-16,-1,-1.84E-16,-1,5.51E-16,1,8.58E-16
19,59517.07581,-0.965925826,-0.5,0.707106781,0.866025404,-0.258819045,0.258819045,-0.866025404,-0.707106781,0.5,0.965925826
20,31302.19776,-0.866025404,-0.866025404,2.39E-15,0.866025404,0.866025404,0.5,-0.5,-1,-0.5,0.5
21,27826.44423,-0.707106781,-1,-0.707106781,8.57E-16,0.707106781,0.707106781,-4.29E-16,-0.707106781,-1,-0.707106781
22,24859.49923,-0.5,-0.866025404,-1,-0.866025404,-0.5,0.866025404,0.5,1.10E-15,-0.5,-0.866025404
23,26084.7229,-0.258819045,-0.5,-0.707106781,-0.866025404,-0.965925826,0.965925826,0.866025404,0.707106781,0.5,0.258819045
0,26558.53261,0,0,0,0,0,1,1,1,1,1
1,26347.21401,0.258819045,0.5,0.707106781,0.866025404,0.965925826,0.965925826,0.866025404,0.707106781,0.5,0.258819045
2,27194.8747,0.5,0.866025404,1,0.866025404,0.5,0.866025404,0.5,6.12E-17,-0.5,-0.866025404
3,26205.89304,0.707106781,1,0.707106781,1.22E-16,-0.707106781,0.707106781,6.12E-17,-0.707106781,-1,-0.707106781
4,25667.65368,0.866025404,0.866025404,1.22E-16,-0.866025404,-0.866025404,0.5,-0.5,-1,-0.5,0.5
